NecropDateDt,NecropDate,DeadDateDt,DeadDate,Date1stHeardDt,Date1stHeard,AgeCarcass,BestDead,AnimalYear,Recorder,Herd,Animal_ID,Sex,Age,AgeEstMethod,GPS_CollarSerialNo_Date_FK,CollarSN,VHF_freq,Location,InvestReason,UTM_E,UTM_N,ElevDEM,CarcassCon,Cause_Mort,CausMortAcc,ConditionNotes,Evidence,Comments,CauseMortRevised,RevisionReason,PhotoTaken,Houndsmen,RumenIntact,TracksFound,ScatFound,DragMarks,Latrine,Femur,Tooth,Mandible,Skull,LionID,KillLocUsingGPSData,LionClusterID
08-Mar-23,20230308,05-Mar-23,20230305,05-Mar-23,20230305,3,20230305,2022,M_Christopher,Mt. Baxter,M223,Male,8,Teeth,,,,Anton Springs,Lion Cluster,385240,4082737,,Consumed,Lion,Certain,"Hair plucks, jaw w/ worn/cupped incisors, worn molars, rumen contents","cluster, hair plucks, intact rumen","took tissue sample for getting sex. Small jaw so presumed ewe. Really don't know age, but adult based on tooth wear. Sex determined later by genetic analysis (JW).",,,Y,N,Y,,,,,,Y,,,230,Y,230_20230305
08-Mar-23,20230308,23-Feb-23,20230223,23-Feb-23,20230223,14,20230223,2022,E_Otto,Mt. Baxter,M222,Female,7,Horn Rings,,,,1500ft up S side Sand Mtn,Lion Cluster,385000,4084603,,Consumed,Lion,Certain,"buried under snow but partially dug out, front had largely not ben eaten but rear legs and organs consumed. Surprising amt left for how old it was, preserved in snow","lion cluster, caching, punctures on neck, necropsy revealed bruising and blood pooling along neck","Ewe surprisingly intact for how old carcass likely is. Suspect that L230 killed her on 2/23, but then it snowed 2/24 and lion may have abandoned kill since it was buried in a few feet of snow. The second cluster began 3/7 when the snow hard partly melted (230 was at kill M223 in the meantime). Location was a site an avalanche could occur, but we saw no sign of debris and the cluster began the day before the snowfall. Given puncture wounds and bruising on neck, we are confident of lion kill. Ewe was in excellent condition with quite a bit of fat on her organs and measurable subcutaeous fat.",,,Y,N,,Y,,,,Y,Y,N,N,230,Y,"230_20230223, 230_20230307"
23-Feb-23,20230223,05-Feb-23,20230205,05-Feb-23,20230205,18,20230205,2022,K_Anderson,Mt. Williamson,M221,Unknown,1,Size of Remains,,,,"Shepherd Crk, S facing slope winter range",Lion Cluster,385900,4064034,,Consumed,Lion,Certain,"fur, rumen contents, bone fragments, tibia, metatarsus only","lion cluster, bones crushed, fur plucked","determined age by measuring metatarsus, 26.7cm, collected bone",,,Y,N,,,Y,,,N,N,N,N,214,Y,214_20230205
21-Feb-23,20230221,20-Feb-23,20230220,20-Feb-23,20230220,1,20230220,2022,Y_Shakeri,Wheeler Ridge,M220,Male,9,Horn Rings,,,,Wells face,Lion Cluster,354688,4144840,,Intact,Lion,Certain,,"lion cluster, lion present, rumen intact, hair pile, tracks, drag","Lion 148 was very close by during investigation, killed night prior, carcass partially consumed",,,Y,N,Y,Y,,Y,,,Y,,,148,Y,148_20230220
18-Feb-23,20230218,17-Feb-23,20230217,17-Feb-23,20230217,1,20230217,2022,T_DelBosco,Mt. Williamson,M218,Female,5,Horn Rings,,,,lower Shepherd Crk,Lion Cluster,386354,4064187,,Consumed,Lion,Certain,"kill was very fresh, investigated for trapping purposes","lion cluster, tracks, scat, hair pluck, facial wounds, rumen, cached",,,,Y,Y,Y,Y,Y,,,N,Y,N,N,214,Y,214_20230217
18-Feb-23,20230218,16-Feb-23,20230216,16-Feb-23,20230216,1,20230216,2022,Y_Shakeri,Wheeler Ridge,M219,Female,6,Horn Rings,,,,Hellcat,Lion Cluster,354706,4149496,,Consumed,Lion,Certain,,"lion cluster, drag, rumen intact, scat, tracks, hair plucks",,,,Y,N,Y,Y,Y,Y,,,,,,194,Y,194_20230216
13-Feb-23,20230213,03-Dec-22,20221202,03-Dec-22,20221203,42,20221203,2022,L_Greene,Mt. Gibbs,S566,Male,10,Frequency List,,719383,160.585,S ridge of Mt. Gibbs above Mono Pass,GPS Notification,305290,4192666,,Scavenged,snow,Probable,skull and a few gnawed bone fragments remaining. Coyote scat near bedsite,location and timing. No evidence of lion at site,"This area is blone free of snow but could have had an avalanche previously. No signs of extensive use at bedsite to indicate slow starvation. However, timing and extensive snow pack (see photos) indicate winter death.",,,Y,N,,,,N,,N,N,N,N,,N,
12-Feb-23,20230212,09-Feb-23,20230209,09-Feb-23,20230209,3,20230209,2022,T_DelBosco,Wheeler Ridge,M217,Female,,Teeth,,,,Face N of Soldier Cyn,Lion Cluster,355056,4146396,,Consumed,Lion,Certain,"only hair plucks, rumen, 4 lower legs, mandible, 2 bone chips let at site","lion cluster, rumen, hair plucks/pile, bloody drag, tracks, long bones broken, other bones consumed","Never found skull cap. TS determined age/sex from teeth/mandible, front hoof leg sizes. Adult ewe, but age unknown. Found at 2 clusters, 229_20230209 and 231_20230209",,,Y,N,Y,Y,Y,Y,,N,Y,Y,N,229,Y,229_20230209
07-Feb-23,20230207,06-Feb-23,20230206,06-Feb-23,20230206,2,20230206,2022,T_Calfee,Mt. Baxter,S163,Male,13,Frequency List,,42472159.329,159.329,big ram mine rd,Lion Cluster,384435,4080867,,Scavenged,Lion,Certain,organs and most of meat had been consumed,"lion cluster, drag marks, hair pile, ribs clipped, rumen intact, all signs classic lion kill","found this ram 200 yds upslope from M215, same cluster area",,,Y,N,Y,Y,Y,Y,,Y,,,,230,Y,230_20230206
07-Feb-23,20230207,25-Jan-23,20230125,25-Jan-23,20230125,13,20230125,2022,E_Otto,Wheeler Ridge,S574,Female,6,Frequency List,,719208,160.395,cached in willows several hundred feet up Mayfield Cyn along creek,Lion Cluster,354714,4145954,,Consumed,Lion,Certain,"fully consumed, only skullcap and part of jaw, long bones and hair","lion cluster, cached, rumen intact, hair pile, plucks, scat, tracks",GPS collar destroyed. Perhaps 148 chased her off a cliff. Couldn't find data card from the collar.,,,Y,N,Y,Y,Y,,,,,,,148,Y,148_20230125
07-Feb-23,20230207,07-Jan-23,20230107,07-Jan-23,20230107,31,20230107,2022,E_Otto,Wheeler Ridge,M216,Male,5,Horn Rings,,,,1000ft on face btwn Wells and Mayfield,Lion Cluster,354660,4145042,,Consumed,Lion,Certain,"several bones, skull, pelt, plucks, long bones broken","lion cluster, cached, plucks, scat, rumen intact",lion cluster,,,Y,N,Y,,Y,,,N,N,N,N,148,Y,148_20230107
07-Feb-23,20230207,05-Feb-23,20230206,06-Feb-23,20230206,3,20230206,2022,T_Calfee,Mt. Baxter,M215,Male,10,Horn Rings,,,,big ram mine rd,Lion Cluster,384473,4080761,,Scavenged,Lion,Certain,organs and meat had been consumed,"lion cluster, drag mark, hair pile, ribs clipped, rumen intact, classic lion kill signs","found this ram 200 yds downslope from S163, same cluster area. Estimated animal was 10+ years old",,,Y,N,Y,Y,Y,Y,,Y,,,,230,Y,230_20230206
06-Feb-23,20230206,27-Dec-22,20221227,27-Dec-22,20221227,40,20221227,2022,T_Calfee,Sawmill Canyon,S538,Female,6,Frequency List,,711653,160.480,Sawmill Cyn on cliffy edge,Mort Signal,384890,4085812,,Scavenged,Physical Injury,Certain,"hard to say, I was looking through binos at a long distance. Rib cage exposed, intact, hide was mostly intact, and lots of bird droppings on carcass","she had clearly fallen off the cliff above and came to rest on top of a bush, her location was inaccessible","I couldn't reach carcass due to cliffy terrain, so no collars or samples collected. Spotted through binoculars--she was below steep cliffs, lying intact on top of a bush, but had been scavenged. Appears to have died due to falling off cliff.",,,Y,N,,,,,,N,N,N,N,,N,
03-Feb-23,20230203,14-Jan-23,20230114,19-Jan-23,20230119,14,20230114,2022,L_Greene,Wheeler Ridge,S550,Female,3,Frequency List,,711048,159.510,"in avalanche path along old mining rd 8800ft, W side, above mill",Mort Signal,348786,4136859,,Scavenged,Avalanche,Probable,found collars on top of snow and bone fragment ~100m below,"Clearly multiple avalanches have occurred in gully, snow depth >2m. Some canine tracks/scat down below with possible rumen in scat",Best guess is dog/coyote tracks at bottom with scat that may contain rumen--believe canine came from mine. Tracks go up and down gully toward mine but are below where collars where found. Found bone fragment with some marrow. The 2 collars were together neatly placed on top of snow with no other signs around them. Took sample of canine scat.,,,Y,N,,,,,,N,N,N,N,,N,
30-Jan-23,20230130,23-Jan-23,20230123,,,7,20230123,2022,D_German,Sawmill Canyon,M214,Unknown,,,,,,N of Sawmill Canyon on slope,Opportunistic,385113,4086258,,Consumed,Lion,Certain,"hair plucks in 2 locations w/in 100ft, with some skin attached, no bones or any other remains",lion hair plucks and tracks leading to and from site,"Raptor observed scavenging 1/27/23. Went to investigate 3 days later and found tracks of adult lion and subadults. No remains other than hair, plucked, so no idea of age of sheep. Very close to where M208 was eaten by lion a few days earlier. J Davis visited and found some rumen contents ~100ft above hair.",,,Y,Y,N,Y,,,,N,N,N,N,,,
29-Jan-23,20230129,22-Jan-23,20230122,22-Jan-23,20230122,7,20230122,2022,J_Davis,Mt. Williamson,M212,Male,5,Horn Rings,,,,S of S Bairs,Lion Cluster,388416,4061049,,Consumed,Lion,Certain,"lg bones broken, ribs eaten","lion cluster, lg bones broken, canine holes in both sides skull, ribs eaten","lion cluster, 214_20230122. Ram aged 4-5 years old",,,Y,Y,Y,Y,Y,Y,,Y,N,N,N,214,Y,214_20230122
28-Jan-23,20230128,26-Jan-23,20230126,26-Jan-23,20230126,2,20230126,2022,P_Johnston,Wheeler Ridge,S385,Male,8,Frequency List,,731507,160.255,base of Wheeler Ridge S of Boundary Cyn,Lion Cluster,354992,4147254,,Consumed,Lion,Certain,"typical lion feeding, mostly consumed except for distal ends of legs, part of spine, skull","plucked hair, tracks, kill site, consumed and broken large bones",Consumed by lion 229F and family w/in 36hrs,,,Y,Y,Y,Y,Y,Y,,,Y,,,229,Y,229_20230126
27-Jan-23,20230127,01-Jun-22,20220601,,,240,20220601,2022,D_German,Mt. Baxter,M213,Unknown,0,Horn Rings,,,,"above end of road and creek, Black Cyn",Opportunistic,384705,4081808,,,Unknown,,"skull only. No soft tissue, small amount of hair attached to top of skull",,"Most of skull capt w/few molars and 1/2in horn holes, w/skin/hair on top of cap, no soft tissue. Based on age of lamb and condition, believe it was from early in previous lambing season.",,,Y,N,,,,,,N,N,N,N,,N,
24-Jan-23,20230124,21-Jan-23,20230121,,,3,20230121,2022,T_DelBosco,Wheeler Ridge,M210,Male,3,Horn Rings,,,,lower Pine Crk N side,Opportunistic,353291,4140922,,Scavenged,Avalanche,Certain,almost intact except chest/neck/head gnawed on by bobcat,"poor marrow, no body fat, intact body, so sign predation.","Found/spotted by public, visible from road, found almost intact and was scavenged by a bobcat, tracks visible and was observed on sheep. Could not skin due to scavenging. Poor body condition and marrow indicate malnutrition. Site revisited 2/1/23 after snowmelt (of 1ft) revealing clear avalanche path, with debris, in which both animals were in the middle of (M211). Animals had been consumed and no samples could be taken.",,,Y,N,Y,Y,,,,Y,Y,N,N,,N,
24-Jan-23,20230124,21-Jan-23,20230121,,,3,20230121,2022,T_DelBosco,Wheeler Ridge,M211,Female,5,Horn Rings,,,,mouth of Pine Crk Cyn,Opportunistic,353365,4140811,,Scavenged,Avalanche,Certain,"head, neck, chest cavity scavenged by bobcat","in bed spot, good marrow but no body fat. No sign of predation","Good marrow but no body fat. Almost totally intact except for bobcat scavenging. In close proximity to M210 (found along the way). No evidence of predation, no broken bones. Found under 2in snow in what looks like a bed spot, was pregnant. Site revisited 2/1/23 after snowmelt (of 1ft) revealing clear avalanche path, with debris, in which both animals were in the middle of (M210). Animals had been consumed and no samples could be taken. Given her orientation in a bedspot it is possible she may have been injured in avalanche and the laid down to die. Too much consumed to determine internal hemorrhage.",,,Y,N,,Y,Y,,,Y,Y,,,,N,
22-Jan-23,20230122,01-Jan-23,20230101,,,21,20230101,2022,P_Johnston,Mt. Williamson,M209,Unknown,0,Size of Remains,,,,N of Georges Crk below rock pile,Opportunistic,389586,4057699,,Consumed,Lion,Certain,"lion killed and ate lamb, snow covered, then bones dug up by coyotes and scavenged","plucked hair, lg bone damage, good marrow condition, non avalanche terrain",Discovered after finding out it was located at a lion cluster. Found opportunistically while investigating lion activity. Scavenged by coyotes. Collected tissue for DNA.,,,Y,Y,,,Y,,,,Y,Y,,214,N,214_20230101
20-Jan-23,20230120,18-Jan-23,20230118,,,2,20230118,2022,P_Johnston,Sawmill Canyon,M208,Female,3,Teeth,,,,"N side mouth of Sawmill Cyn, in white rocks",Opportunistic,385073,4086016,,Consumed,Lion,Certain,"coat largely plucked. All femurs and humeri broken. End of spine, pelvis consumed","plucked hair, lg bone damage, pelvis, spine eaten, lion tracks at kill","typical lion sign, no other plausible cause. L230 later caught and collared from this kill",,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,230,N,
08-Jan-23,20230108,09-Sep-99,99999999,,,-999,9999,9999,E_Otto,Sawmill Canyon,S165,Female,,,,,,"N side Sawmill Cyn, base of cliffs",Opportunistic,384936,4086106,,Consumed,Lion,Probable,"found all lg bones and skull, some hair in and on DG next to bones","all bones in tight pile on protected ledge, maybe cached, hair mixed in dirt","Animal originally censored, last obs 12/12/17. Date of death unknown, looks like it has been dead >1 year. Found while looking for S538 mort. Location and position indicate caching by lion. Cliffs don't look rough enough for a fall and doesn't appear to be avalanche terrain but is lion habitat. Possible plucks and hair mixed in duff.",,,Y,N,,,,,,,,,,,N,
06-Jan-23,20230106,13-Dec-22,20221213,,,31,20221213,2022,J_Davis,Wheeler Ridge,M207,Unknown,0,Size of Remains,,,,Hellcat Cyn,Lion Cluster,354382,4149414,,Consumed,Lion,Certain,"hair pile, bone fragments, 100% consumed","lion cluster, large bones broken",,,,Y,Y,,,,,,N,N,N,N,148,Y,148_20221213
01-Jan-23,20230101,31-Dec-22,20221231,31-Dec-22,20221231,1,20221231,2022,J_Davis,Mt. Baxter,S594,Male,4,Frequency List,,719200,159.085,S of Grover Anton Spring base of cone,Mort Signal,385131,4082325,,Intact,Lion,Certain,Ram had plenty of fat appeared to be in good shape once trap was set,"lion lying ~40yds from kill, scrape. Followed drag marck to cache site, set cage trap and captured lion several days later.","L228, no cluster because he had not been captured yet. L228 was captured off of a cage trap of this ram. First investigated by Todd 12/31/22.",,,Y,Y,Y,Y,,Y,,Y,Y,,,228,,228_20221231
13-Dec-22,20221213,15-Aug-21,20210815,15-Sep-21,20210915,458,20210815,2021,E_Otto,Olancha Peak,S475,Female,6,Frequency List,,698800,159.920,Olancha Cyn,Mort Signal,401980,4014496,,,Unknown,,not investigated,not investigated,"Not investigated--inaccessible location. Heard on mort during flights, GPS non functioning. Not killed by avalanche, unknown cause",,,N,N,,,,,,N,N,N,N,,N,
13-Dec-22,20221213,25-Dec-21,20211225,11-Jan-22,20220111,352,20211225,2021,E_Otto,Olancha Peak,S277,Female,13,Frequency List,,76709159.211,159.211,flight locations on S slope inside mouth of Olancha Cyn,Mort Signal,404335,4013210,,,Unknown,,not investigated,not investigated/found,Unable to locate mortality. Collar heard by plane but never heard on the ground during all recovery attempts.,,,N,N,,,,,,N,N,N,N,,N,
27-Nov-22,20221127,09-Nov-22,20221109,09-Nov-22,20221109,18,20221109,2022,L_Greene,Sawmill Canyon,S542,Female,10,Frequency List,,711042,159.415,"under snow, avalanche path, 1/4 mi S Taboose trail 9400ft",GPS Notification,376803,4094238,,Intact,Avalanche,Certain,"Intact under snow surrounded by icy later, buried in snow alive. Body heat created ice layer before death",found intact under snow in avalanche path after first large snowfall of winter,"Found near M206, lamb--believed not to be her lamb but sample taken from lamb for genetics. S542 had lost her VHF collar so this was not collected. S396 and M259 also found in this slide area later.",,,Y,,,,,,,N,N,N,N,,N,
27-Nov-22,20221127,09-Nov-22,20221109,09-Nov-22,20221109,18,20221109,2022,L_Greene,Sawmill Canyon,M206,Unknown,0,Horn Rings,,,,"under snow, avalanche path, 1/4 mi S Taboose trail 9400ft",GPS Notification,376803,4094233,,Intact,Avalanche,Certain,intact under snow,intact under snow in avalanche path after first lg snowfall of winter,Took hair and ear punch for genetics. Found near S542 in same avalanche path. Believe female but unconfirmed.,,,Y,,,,,,,N,N,N,N,,N,
21-Oct-22,20221021,29-Sep-22,20220929,29-Sep-22,20220929,23,20220929,2022,T_Johnson,Olancha Peak,M203,Female,5,Horn Rings,,,,Olancha S Plateau,Lion Cluster,399901,4012292,,Consumed,Lion,Certain,"skullcap, horns, jawbone, 4 legs, rumen, hair, stripped hide","lion cluster, separate caches for bones and rumen, hair plucks, hair mixed with duff, clipped ribs, long bone damage",marrow consumed/dried up,,,Y,N,Y,,Y,,,N,N,N,N,197,Y,197_20220929
28-Sep-22,20220928,19-Sep-22,20220919,19-Sep-22,20220919,9,20220919,2022,S_Maple,Olancha Peak,S559,Female,3,Frequency List,,711068,160.280,Ed Lane Pt/ S plateau Olancha,Lion Cluster,399483,4012221,,Consumed,Lion,Certain,"lower jaw, 4 lower legs, rumen,hair pile, mixed in duff w/cache","lion cluster, cached, spine, skull consumed, gone","only 2 adult teeth, but listd ad 3yo on freq list",,,Y,N,Y,,Y,Y,,N,Y,N,N,197,Y,197_20220919
06-Aug-22,20220806,26-Jul-22,20220726,26-Jul-22,20220726,11,20220726,2022,S_Rankins,Olancha Peak,M205,Female,4,Horn Rings,,,,plateau above ridge btwn Olancha Crk and Walker Crk,Lion Cluster,399720,4012321,,Consumed,Lion,Certain,"skull plate, lower mandible, 4 leg bones, pelvis, rumen contents, small portion of vertebrae remained",lion cluster from collared lion and typical lion kill sign,lion cluster,,,Y,N,Y,,Y,,,Y,Y,N,N,211,Y,211_20220726
01-Jul-22,20220701,16-Nov-21,20211116,11-Jan-22,20220111,200,20211116,2021,S_Rankins,Mt. Williamson,S562,Male,7,Frequency List,,719204,159.800,steep drainage/slide path on S side of NE ridge of Tunnabora,Mort Signal,386286,4053162,,Consumed,Avalanche,Probable,"bones (legs, spine, ribs) found, skull separated and slightly downslope. Some hide on pelvis and skull","terrain feature would be major slide path, timing of mortality, good marrow, no predation sign","Collected mandible for tooth. Cause accuracy uppter end of probably, slight chance he was pushed or rockfall w/o slide. Dead date found from GPS uploads.",,,Y,N,N,N,N,N,,Y,Y,Y,N,,N,
20-Jun-22,20220620,15-Apr-22,20220415,15-Apr-22,20220415,66,20220415,2021,S_Rankins,Sawmill Canyon,M204,Male,7,Horn Rings,,,,beside creek below cliffs in N fork of Goodale Cyn,Lion Cluster,377693,4091721,,Consumed,Lion,Certain,"skull, vertebrae, lower legs, and hair pile remaining","lion clusters, typical modus operandi of lion","Lion cluster. No intact femurs. Other bones marrow dried, mandible collected for tooth.",,,Y,N,,,,Y,,N,Y,Y,N,212,Y,212_20220415
15-Jun-22,20220615,01-Aug-21,20210801,18-Feb-22,20220218,300,20210801,2021,D_German,Big Arroyo,S288,Female,12,Frequency List,,76709160.902,160.902,"1/4 mi upstream on Kern from junction of High Sierra Trail/Kern River Trail, 300ft above river on cliffy ledge",Mort Signal,373421,4035678,,Consumed,Lion,Probable,"lower mandible rumen contents, hair piles","plucking, rumen separated, hair pile, no skeletal remains except lower mandible","4 distinct hair piles separated by up to 50ft. Hair piles matted from over winter, skin fragments in hair plucks.",,,Y,N,Y,,Y,,,N,N,N,N,,N,
14-Jun-22,20220614,01-Jan-22,20220101,11-Jan-22,20220111,180,20220101,2021,D_German,Big Arroyo,S491,Male,7,Frequency List,,698785,160.800,Chagoopa Bowl base 100-200ft above Big Arroyo Crk,Mort Signal,371411,4034071,,Scavenged,Unknown,,"skull, spine, jaws, pelvis remain","likely winter death scavenged by coyotes, no bear or lion sign, smallish scat (photos) vertebrae gnawed off",,Snow,died near others during snowy conditions,Y,N,,,Y,,,N,N,N,N,,N,
05-Jun-22,20220605,22-May-22,20220522,01-Jun-22,20220601,14,20220522,2022,S_Rankins,Convict Creek,S525,Female,10,Frequency List,,706451,159.305,"E Nevahbe Ridge, loose shale beside small cliff in canyon",Mort Signal,343215,4154919,,Intact,Birth,Probable,mostly intact but fairly decomposed. Birds had scavenged some,"Died from complication during parturition (probable)--lamb well developed and partway out and still had umbilical cord attached. No sign predation, no broken bones, died during birth","Bone marrow dry, all 8 incisors collected. Carcass dry, lamb underneath partway out, umbilical cord still attached inside. No sign predation or injuries.",,,Y,N,,,,,,Y,Y,N,N,,N,
31-May-22,20220531,30-May-22,20220530,30-May-22,20220530,1,20220530,2022,S_Rankins,Sawmill Canyon,S540,Female,8,Frequency List,,711257,160.000,small cyn back of Goodale Cyn,GPS Notification,377709,4091074,,Intact,Lion,Certain,"partially consumed by lion, remainder cached. Udder and reproductive organs already consumed, lambing status unclear","hair plucks, cache, neatly folded carcass, lion bite mark on neck with internal hemmoraging","collected hamstring muscle. Atenna on VHF collar broken, collar discarded.",,,Y,N,,,,Y,,Y,Y,,,,N,
26-May-22,20220526,20-May-22,20220520,20-May-22,20220520,6,20220520,2022,E_Otto,Convict Creek,M202,Female,2,Horn Rings,,,,1500ft up Nevahbe Ridge on N end,Lion Cluster,342287,4157001,,Consumed,Lion,Certain,"some meat on legs, around pelvis, 85% consumed","lion cluster, long drag mark, cache, hair plucking","Lion cluster. Believe this was a 2yo ewe based on our detailed knowledge of Convict herd would be the most liley fit for an uncollared ewe. Only 1 adult incisor on each side present, but horn rings and size indicate could be 2.",,,Y,N,Y,,,Y,,N,Y,N,N,212,Y,212_20220520
22-May-22,20220522,17-Mar-22,20220317,17-Mar-22,20220317,,20220317,2021,L_Greene,Mt. Williamson,S591,Female,3,Frequency List,,719369,159.072,Williamson Creek,Mort Signal,,,,,Unknown,,not investigated,not investigated,Could not find--made 3 attempts to locate in Williamson Creek,,,N,N,,,,,,N,N,N,N,,N,
18-May-22,20220518,14-May-22,20220514,14-May-22,20220514,4,20220514,2022,P_Johnston,Mt. Gibbs,S339,Female,14,Frequency List,,719377,159.730,above Gem Lk,GPS Notification,308373,4182456,,Intact,Birth,Probable,"Intact, w/female lamb still partially in sac beside her, umbilical attached, placenta on ground. Pellets and some blood","no marrow fat, no fat around organs, zero milk/lactation. Died while in the process of giving birth but likely was malnourished based on condition, which could have contributed to death","Collected heart, kidney, liver, uterus, lungs. Conducted full field necropsy. No obv abnormalities along trachea or digestive tract. Poor condition, w/o marrow, milk, fat around organs. Appeared to die during birth of lamb, next to her, still partially in sac and uncleaned. No obv trauma/injuries. Teeth ok condition considering age. Appeared to have starved to death but died while in the process of giving birth. Pellets present, no blockage.",,,Y,Y,,,,,,Y,Y,N,N,,N,
18-May-22,20220518,11-May-22,20220511,11-May-22,20220511,7,20220511,2022,T_Calfee,Wheeler Ridge,S143,Female,15,Frequency List,,,,"11,600ft above Finch Lk",Lion Cluster,345758,4138392,,Consumed,Lion,Certain,"hair pile, rumen contents, skull cap, some leg bones",site of 212's cluster,,,,Y,N,,Y,Y,,,N,N,N,N,212,Y,212_20220512
14-May-22,20220514,26-Dec-21,20211226,26-Dec-21,20211226,139,20211226,2021,L_Siemion,Mt. Baxter,S595,Male,8,Frequency List,,,159.550,"Castle Domes, above 250ft up slope",GPS Notification,369571,4082088,,Consumed,Avalanche,Certain,"completely consumed, skull w/broken rostrum, spine w/clipped ribs, 1 small piece of long bones",death occurred during Dec storm cycle. Lgst storm of 21/22 winter. GPS pts show it being brought down slope approx 200ft. Avi debris.,Jaw bone suspended in brush. Coyote scat indicating scavenging. No hair piles or hair plucks. Found skull and spine. Small tufts of hair that did not look like lion hair plucks were scattered in willows. VHF collar was in creek and did not find GPS collar. Likely bear scavenged and bear moved GPS collar miles away,,,Y,N,,,,,,N,N,N,N,,N,
11-May-22,20220511,09-Sep-99,99999999,,,-999,9999,9999,T_Johnson,Mt. Baxter,M201,Female,4,Teeth,,,,N fork Oak Crk,Opportunistic,381476,4078814,,,Unknown,,"skull, jaw, vertebrae, 2 partial leg bones, long bone damage, very old",near other lion kills but too old to determine,"scattered about 5m radius, proximal to riparian corridor. Partially submerged in duff, had fresh grass growing through. Long bone damage consisten w/typical lion feeding sign and found near other lion morts, so lion predation is possible but unknown",,,Y,N,N,N,N,N,,N,N,N,N,,N,
10-May-22,20220510,24-Apr-22,20220424,24-Apr-22,20220424,18,20220424,2021,T_Johnson,Mt. Baxter,M200,Unknown,,Size of Remains,,,,Upper N fork Oak Crk Cyn,Lion Cluster,380929,4079155,,Consumed,Lion,Certain,"2 partial leg bones, hair pile and plucks","found by lion cluster, pluck, evidence of caching--hair mixed w/soil, loose grass, sticks. Long bone damage, at base of tree","Mort tucked against base of only tree around in lg boulder field, showed signs of caching. Looked for kill site, could not find nor tracks. Bear scat found nearby. Appeared to be young sheep based on size of remains but not much remained",,,Y,N,,,,,,Y,N,N,N,213,Y,213_20220424
06-May-22,20220506,09-Sep-99,99999999,,,-999,9999,9999,T_Johnson,Mt. Baxter,M199,Male,2,Teeth,,,,Upper Thibaut Gulch,Opportunistic,383743,4080544,,,Unknown,,"under leaves, partially submerged in riparian soil. No sheaths or other bones found",Found in area where lion kills have been found before,"Likely many years old, over 2 years dead. No horns for aging but size of skull and teeth indicate it was a young ram. In an area with a lot of lion activity, in riparian strip that could have been a cache site. Possible lion kill due to location.",,,Y,N,,,,,,N,N,N,N,,N,
13-Apr-22,20220413,13-Mar-22,20220313,10-Apr-22,20220410,30,20220313,2021,E_Otto,Convict Creek,S345,Female,12,Frequency List,,83132160.645,160.645,cliff band below summit plateau of McGee Mtn,Mort Signal,339492,4158390,,Scavenged,Lion,Certain,"jaw, one small piece of rib, 3 hair piles, coyote scat","hair plucks, position of biggest pile of hair was likely dragged, other mort causes ruled out","Dead for at least a month given condition. Phil provided, ""…clear evidence of a feline plucking….typical lion feeding site. ….coyote scat, indicating the kill was scavenged by coyotes after the lion finished feeding. The overall lack of skeletal evidence is probably due to a lion consuming the skeleton, but could be from coyotes scattering the remains, and this makes it difficult to make any certain determinations about large bone damage which would be helpful in ruling out bobcat as a potential predator. However, the size of the plucks, the placement of the feeding site (indicating dragging) and the lack of large bones all strongly indicate lion over bobcat. Based on the evidence in the photos I would ascribe a confidence level of 90% to this being lion feeding sign and not bobcat+coyote scavenging sign.""",,,Y,N,,,,,,N,Y,N,N,,N,
12-Apr-22,20220412,05-Apr-22,20220405,,,7,20220405,2021,T_Calfee,Mt. Baxter,M194,Male,3,Horn Rings,,,,"lower Thibaut Creek, just below the canyon mouth",Lion Cluster,383592,4079666,,Consumed,Lion,Certain,only skull and partial spine,"Find was a result of 2 lion clusters. Drag, tracks, rumen intact, hair pile","Lion 212 had a cluster where this ram was found, and shortely thereafter 213 showed up and possibly pushed 212 off the kill. The site as also visted by a bear",,,,,Y,Y,,Y,,N,N,N,N,212,Y,
08-Apr-22,20220408,06-Apr-22,20220406,07-Apr-22,20220407,2,20220406,2021,J_Davis,Sawmill Canyon,S539,Female,4,Frequency List,,711044,159.430,mouth of Armstrong Cyn,GPS Notification,380470,4090572,,Consumed,Lion,Certain,,"hair plucked, cached, long bones broken, lion tracks",Collected skull cap and neck hide. Probably uncollared/non frunctioning lion,,,Y,Y,,Y,,,,,,,,,N,
31-Mar-22,20220331,20-Jan-22,20220120,01-Feb-22,20220201,70,20220120,2021,E_Otto,Wheeler Ridge,S504,Female,8,Frequency List,,706339,159.431,bottom of Levergate at 7100ft,Mort Signal,353433,4144279,,Scavenged,Avalanche,Probable,"scattered hair, mandible, collars, a few bone fragments only","504 died sometime Dec 21-Jan 22, based on flights and signals. Appears she was killed in avalanche then fed on bio lion (see notes)","Found at bottom of Levergate at 7100ft at toe of avalanche debris field. Right where avalanche would have deposited her, 4ft from end of snow. Slide had come down S side slope in steep cliffy gully, snow was convered in dirt/debris. Carcass pieces were within 15ft of each other, hair was scattered everywhere. Hair showed evidence of plucking with some skin on clumps. Hair was not mixed in w/dirt. Believe most likely scenario is 504 killed by avalanche (fits with timing as well), deposited in canyon bottom, then was fed on by lion/other scavengers. See photos and full description on datasheet for more info.",,,Y,N,,,,,,N,N,N,N,,N,
